jml_lantai,harga,ruangan,luas (m2)
2,679000,4,100
4,699000,4,115.2
5,1465000,3,98.83
3,1165000,3,79
1,1415000,3,77.4
0,2950000,4,140
4,699000,4,115
3,940000,2,73
0,530000,2,40
3,310000,1,18
4,990000,3,83
5,870000,2,74.77
2,990000,3,52.56
2,3160000,3,145
0,625000,2,38
2,687000,2,57.35
1,438690,2,40.33
1,850000,3,77
3,585000,3,60
2,509000,2,39
1,1750000,3,90
5,2490000,3,105
4,855400,2,61.1
5,2050000,3,91.32
0,599000,1,40.51
2,730000,2,69.35
3,310000,1,18
5,2990000,7,201.58
0,550000,4,92
0,949000,2,84
0,255000,2,36.9
0,560000,4,92
1,2890000,4,117
0,480000,2,30
0,480000,2,30
0,610000,1,53.1
0,480000,2,30
3,940000,2,73
0,530000,2,40
3,940000,2,73
2,1050000,4,81
6,1690000,2,80
2,899000,4,120.95
3,745000,2,61
2,639000,2,57.7
0,1200000,3,92
4,1198000,3,76.34
3,685000,3,52.76
1,1200000,5,131
2,720000,2,64
3,1690000,4,126
0,465000,2,37
2,398000,2,34
2,3300000,3,101
3,745000,2,61
4,300000,8,142.5
3,685000,3,52.8
2,999000,3,84
1,680000,5,84.52
3,745000,2,61
0,389000,2,39
2,328000,2,31
4,559000,2,41
4,469000,2,45
3,745000,2,61
0,210000,1,16
3,990000,4,72.8
6,1690000,2,80
3,1110000,3,74
3,1190000,3,63.43
3,745000,2,61
2,549900,3,73
4,475000,2,44.5
3,685000,3,52.76
2,3300000,3,133.79
1,1100000,3,86.65
1,600000,2,59.71
0,360000,2,33
0,495000,1,21
1,810000,3,91
4,398700,1,31.18
3,699000,3,113
1,435000,2,63
1,999000,3,78.78
3,465000,1,29.5
2,909000,4,189
0,399000,3,61.6
2,908000,1,190
2,309000,2,36
2,720000,2,64
5,990000,3,93.61
5,839000,4,57.2
2,780000,2,52
5,839000,4,57.2
1,520000,1,41.46
2,309000,2,36
4,398700,1,31.18
3,719000,2,72
0,2400000,10,325
5,839000,4,57.2
1,435000,2,63
4,535000,4,74
3,1078000,2,77
1,520000,1,41.48
2,499000,3,73
3,799000,4,114.4
4,396000,1,33
2,550000,3,94
0,345000,1,32.4
0,950000,4,89.88
2,980000,4,102.92
1,289000,2,45
0,285000,2,42
4,324000,1,24
2,930000,2,47
1,339000,1,32
2,599900,2,36
2,749000,2,58.13
0,999000,3,78.89
3,1190000,3,72
3,499000,2,79
0,1264000,4,87.12
0,525000,2,38
1,295000,2,62
0,699900,4,118.39
0,519000,2,40
0,700000,4,118
0,799000,2,46.75
4,1107800,5,94
0,286000,1,19
5,460000,1,60.84
0,286000,1,19.5
4,990000,4,136
5,649000,2,56.7
0,286000,1,19.5
3,1135000,5,105
1,289000,1,19.5
2,920000,2,50
1,289000,2,37.56
2,615000,3,63
3,599000,2,39
2,255000,2,31.82
2,576000,2,48
0,580000,2,41.5
0,799000,2,47
4,620000,2,44
0,359000,2,34
2,308000,2,38.4
2,410850,2,49.5
0,360000,2,41
0,599000,3,56
0,580000,2,41.5
2,479000,2,51.5
5,1410500,4,92
6,413000,2,46
0,249000,1,29
3,410000,2,48
0,398000,2,32
0,850000,2,71
1,439000,2,39
3,299999,2,40.3
2,330000,1,34.4
0,340000,2,40
4,576000,2,49
5,330000,1,25
0,579700,2,42
3,550500,2,60
3,410000,1,28.37
0,490000,2,75.5
0,850000,3,49.07
3,440000,3,56
1,850000,4,96
1,270000,2,45
5,729000,2,52.4
1,495000,2,46.38
2,1490000,6,122
1,600000,1,30
4,1220000,3,66
2,569000,2,47.29
2,529000,2,36
2,380000,2,51.5
2,380000,2,52
2,908000,1,189
3,445000,1,36
4,539000,3,49
0,728000,3,56
1,329000,1,26
3,445000,1,44.3
4,1750000,4,82
2,635000,3,49.4
1,1140000,4,76.22
0,340000,2,40
1,270000,1,19
4,999000,3,107
0,398000,1,32
2,635000,2,50
0,870000,4,97.8
2,539000,3,56
2,676000,2,57
5,787000,2,52.04
1,319000,2,39
1,475000,4,135.4
4,559000,2,47.3
7,815000,2,53
4,629000,2,54
4,419000,1,33.93
3,799000,3,51.22
0,890000,4,87
0,515000,2,43
1,605000,3,53.75
3,630000,4,76.35
0,500000,2,40
0,1600000,5,124
0,309000,2,46
3,679000,3,65.85
4,565000,2,60
3,415000,2,40
3,595000,3,68
1,550000,2,40
2,418000,1,27
0,579000,2,42
1,195000,1,21.4
1,249000,1,29.38
2,772800,3,69
3,729000,2,54.2
1,605000,4,63
0,269000,1,20
1,375000,2,47
0,434000,1,29
4,429000,1,30.7
2,350000,2,49.5
4,575000,2,48
0,298500,2,33.17
4,594000,2,64.5
2,499000,1,35.5
0,249000,1,29
4,349000,2,36
0,398000,1,32
3,409900,1,29
1,389000,2,32.5
1,730000,3,62.81
4,520000,2,55
4,575000,3,71.93
3,299000,1,19.4
7,815000,2,54.7
0,269000,1,20
1,455000,1,35.5
3,563720,3,82.9
3,780000,2,54.2
3,840000,3,54
3,575000,2,38.3
0,599000,3,69
0,515000,2,43
0,728000,3,56
3,445000,3,56
4,490000,2,42
2,480000,2,50
1,459000,1,35.54
2,640000,3,59.5
1,540000,2,43.18
0,279000,1,20
2,340000,2,46.05
3,269000,1,18.2
2,380000,2,52
0,1150000,3,75
1,520000,2,50.25
2,1340000,2,48
0,620000,3,68
3,675000,3,53
3,389000,3,49.8
0,520000,2,43
7,811000,3,45.49
2,255000,2,32.5
5,330000,1,20
1,390000,2,50
1,649000,4,58
2,639000,2,50
3,1599000,4,126
1,375000,2,47.25
4,559000,2,47.3
2,390000,3,48
1,753000,2,65
6,485000,2,34
1,375000,2,47
2,389000,2,44
4,275000,1,24.62
0,345000,2,36
1,590000,5,146
3,1499000,3,81
4,575000,2,46
6,438500,2,33
0,595000,3,69.16
3,399000,2,54.9
3,399000,2,38
1,270000,2,45
2,450000,2,50.7
1,320000,2,39
2,699000,3,96
2,439000,2,31
2,442000,2,55
0,449000,1,28
3,405000,2,37.2
3,1195000,3,73.22
2,579000,2,43
2,475500,1,35
0,340000,2,46
0,595000,3,69.16
3,440000,3,56
0,439000,2,38
4,570000,2,48.96
4,412000,3,54
2,547000,2,49
3,420000,3,51.5
3,620000,2,49.2
1,516000,2,43
3,500000,2,40
2,410000,2,38
1,360000,1,20
2,720000,2,66.87
2,579000,2,43
1,255000,1,20.37
0,470000,2,35.5
0,510000,2,43
5,1299000,3,85
0,515000,2,43
2,439000,2,51.1
3,1049000,3,64.24
3,490000,2,50.18
1,1275000,2,72.33
4,285000,1,20
4,360000,2,50
4,429000,1,31
0,418000,1,32
2,355000,2,52
4,720000,1,38.5
4,449990,1,34
1,359000,1,19
4,432000,1,31
4,432000,1,31
5,420000,1,33.9
2,880000,3,76.91
0,279999,1,16
2,725000,2,48
0,439000,2,38.8
2,890000,3,77
4,432000,1,31
4,429000,1,31
1,579000,2,51
0,470000,2,35.5
4,429000,2,31
2,485000,2,50.64
2,630000,1,35
4,540000,1,30
1,535000,2,52
2,880000,3,76.91
4,720000,1,38.5
4,429000,1,30.7
3,499000,2,34
4,445000,1,35
4,585000,2,53
4,429000,1,31
1,480000,1,29.21
2,475000,2,35
3,435000,2,52.67
1,2800000,3,84
2,408000,2,37.5
3,634000,2,42.3
7,935000,3,71.4
1,2700000,3,85
1,795000,2,60.95
3,520000,2,46.94
3,1150000,3,85
2,510000,3,64
2,995000,2,70.25
1,859000,2,57.27
6,1280000,3,79.47
0,627000,3,57.25
1,1220000,3,76.45
1,2700000,3,84.62
2,549000,2,53
3,1050000,2,54
1,810000,2,58.3
6,635000,2,48.87
3,634000,2,42.3
1,539900,2,53
2,650000,2,38
6,1280000,3,79.47
2,365000,1,31
1,780000,3,59.6
1,2670000,3,85
3,1150000,3,71
7,935000,3,71.38
1,599000,2,44
2,730000,2,46.82
3,480000,2,40
4,720000,3,50
0,355000,2,46.2
2,730000,2,47
2,475500,1,35
0,629000,3,57.25
3,1050000,2,53.72
1,910000,2,51
1,2700000,3,85
0,735000,2,54.3
1,609000,3,53
1,2700000,3,85
2,550000,2,53
3,920000,2,48.5
3,499000,2,37
4,380000,2,54.88
0,715000,1,37.43
1,359000,2,45.97
1,579000,2,47
1,2700000,3,85
2,1290000,3,68.3
1,2670000,3,85
1,2699000,3,84.62
5,770000,2,52
2,475500,1,35
2,1050000,2,60.55
1,940000,2,47
2,475500,1,35
0,440000,2,53
1,379000,1,28
1,550000,2,44.85
0,1295000,3,74.9
0,550000,2,44.85
2,1049000,2,69
8,849000,3,74.2
3,590000,3,63
3,549999,2,38.5
0,1295000,4,74.9
3,550000,3,63
2,1069999,2,60.55
4,690000,2,36.3
2,409000,2,48
1,699999,2,56
2,1049999,2,60.55
3,521000,2,46.48
0,1112400,2,55.62
0,550000,2,44.85
0,1295000,3,75
1,565000,2,56.18
1,600000,1,30
3,590000,3,63
3,595000,2,46.87
3,550000,2,49
3,550000,4,62.71
1,565000,2,56
1,550000,2,44.85
2,499000,2,42.9
2,1049999,2,60.55
0,469000,2,50.4
0,398000,1,32
3,590000,3,63
4,690000,2,36
5,759000,2,52
1,559000,2,40
1,899000,2,53.01
2,1049999,2,60.55
3,580000,3,63
0,395000,2,45.51
3,450000,2,54
0,389000,1,32
4,690000,2,36.03
1,594000,3,69.16
2,646000,2,38
8,864000,3,72.3
0,595000,3,69.16
1,599000,2,50
0,629000,3,57.21
4,575000,2,48.96
2,249000,1,26.1
2,890000,3,63
2,610000,2,46.68
3,299000,1,36
1,576000,2,37
0,429000,2,52
4,550000,2,38.7
3,468500,3,37.5
2,380000,2,52
3,415000,2,40
3,400000,2,40
3,415000,2,40
3,699000,2,54.06
2,547000,3,48.5
2,2250000,4,113
4,1410000,5,101.47
1,447000,1,28
2,390000,3,48
7,680000,2,53.2
3,485000,3,64.65
5,739000,2,52.4
2,890000,3,63
4,765000,2,43
0,850000,2,50.31
3,415000,2,40
2,900000,4,86.17
4,1445000,5,101.47
3,760000,4,96.3
1,456000,2,52
2,349700,1,35
2,610000,2,46.68
0,499000,2,34.69
2,429000,1,32
3,999000,2,52
3,1490000,3,73
4,998500,4,107
4,399000,2,57.9
1,1149000,3,72
1,310000,2,42.71
1,580000,2,39.5
2,560000,2,52
1,605000,2,46.3
4,735000,2,49.2
3,389000,1,28.21
3,415000,2,40
3,550000,2,36.5
1,579000,2,50.45
5,569000,2,36.07
3,599000,2,51
0,1150000,3,66
3,750000,4,82.28
0,290000,2,42.6
4,559000,2,47.3
2,540000,2,43.85
4,579000,2,54.16
1,314000,1,37.29
3,550000,2,50.5
3,299000,1,36
2,890000,3,63
3,780000,4,68.8
6,921000,2,47.81
0,1150000,3,65.97
4,899000,2,46.5
2,769000,2,52.77
0,740000,3,56
3,219000,1,27.69
2,595000,2,52.25
2,499000,2,51
4,490000,2,53.95
2,387000,3,48
3,839000,2,66.71
2,498770,2,50.94
0,340000,2,40
0,469000,3,60
2,340000,2,37.23
3,599000,2,51
2,539000,2,44
2,465000,3,59
2,285000,1,35
3,345000,2,35
3,310000,1,36
2,575000,3,47.6
3,549900,2,52
2,355000,2,37.08
0,498700,2,42
3,550000,2,50.5
4,426000,2,53.32
1,590000,2,46.3
2,379000,1,35
0,409000,1,28.76
1,390000,2,50
2,579000,2,47
2,498770,3,50.94
2,540000,2,43
0,795000,2,35
1,565000,2,36.16
2,600000,3,67
1,980000,2,50
2,498770,2,51
3,1219000,3,61
0,1150000,3,66
3,550000,2,52
3,519000,2,54
3,480000,2,26
1,849000,3,75.35
0,498700,2,42
3,440000,1,35.6
1,579000,2,50.45
4,685000,2,51.88
0,429000,2,48.32
2,812000,3,59
2,469000,3,59
4,370000,3,99
4,405000,2,51
0,550000,2,36.23
1,595000,2,46.3
3,559000,2,53
2,499000,2,51
4,559000,2,47.3
1,579000,2,50.45
0,750000,3,54.6
2,380000,1,30
0,1150000,3,66
0,580000,3,56
1,1090000,2,50
3,495000,2,37
1,615000,3,62
3,1100000,3,79
3,419000,1,36
4,558000,2,47.3
4,675000,3,44.2
6,685000,5,52.04
1,798795,3,59.17
5,875000,3,91.7
1,300000,1,19
2,565000,2,51
3,550000,2,52
1,295000,1,19
2,539000,2,44
2,385000,3,47.78
1,359000,2,45
3,519000,2,54
2,499000,2,51
0,1150000,3,66
1,579000,2,50.45
0,630000,2,49.5
3,735000,2,53
2,310000,1,19.69
2,540000,2,43.85
1,420000,2,53
0,490000,2,26
3,355000,1,34.6
1,565000,2,36.16
0,290000,2,42.58
3,280000,1,32.5
3,380000,1,28
5,319000,1,19
1,310000,1,32
5,330000,1,19
3,350000,1,36.9
3,1700000,3,127
4,470000,4,74
4,540000,2,48
2,530000,2,56.2
1,370000,2,45
2,675000,2,44.81
4,449000,1,36
4,449000,1,36
3,852000,4,107.9
7,935000,3,71.38
1,1050000,2,68
2,449000,1,32
1,456000,2,38
3,440000,3,56
4,415000,2,51
2,470000,2,34
7,935000,3,71.38
2,449000,1,32
4,750000,2,60
4,289700,1,20.19
2,580000,2,50
3,410000,2,47.89
0,869000,3,76
3,410000,2,48
3,385000,1,39
3,419000,2,47.89
4,395000,2,27.38
2,533000,2,56.2
4,688800,2,49.2
5,1290000,4,94
5,620000,2,50
4,435000,3,43.19
3,350000,1,36.9
4,435000,3,44
5,839000,2,56
8,618000,3,51.5
6,740000,3,64.6
3,410000,2,48
3,445000,1,42
1,330000,1,21.64
2,380000,2,52
3,410000,2,47.89
1,359000,2,46
7,680000,3,80
4,455000,1,28.65
0,608600,3,60.86
3,1060000,3,75.94
3,852000,4,107.9
2,548000,2,56
2,540000,2,48
3,449000,2,46.81
4,395000,1,26
3,450000,1,44
2,449000,1,32
5,1290000,4,100
2,255000,1,15.82
2,780000,2,43.4
6,1368000,3,72
0,385000,3,54.9
7,935000,3,72
2,1090000,3,91
2,369000,2,35
3,406000,1,28.21
5,839000,2,56
3,440000,1,44
3,709000,3,64.8
3,399000,2,48
8,699000,2,44.41
3,362000,2,49
0,679000,2,45
3,980000,2,56
2,835000,3,50.5
0,560000,3,61.18
1,600000,2,48
1,620000,2,53.46
5,439000,3,66
0,499000,2,40
2,470000,2,34
5,399000,1,30.5
1,695000,4,56
2,520000,2,56.2
0,799000,2,47
5,729000,2,51
7,935000,3,71.38
1,550000,2,42
7,935000,3,71.38
3,852000,4,107.9
1,620000,2,53.46
3,440000,1,44
2,470000,2,34
4,460000,2,36
3,379000,2,36
5,630000,3,57
3,445000,1,44.3
1,418000,1,35
3,440000,1,44
3,380000,1,28.21
8,715000,2,46
6,1245000,3,79.47
6,1368000,3,72
3,575000,2,66
3,359000,2,44
2,285000,1,15.33
1,375000,2,48
2,679000,2,50
0,630000,2,49.5
1,389000,1,33
4,755000,2,57
3,515000,1,41.46
0,430000,2,38
4,379000,1,30
4,755000,2,57
2,550000,2,38
4,755000,2,57
1,515000,2,37.43
1,385000,2,50
4,379000,1,30
1,495000,2,48
1,484900,2,44.9
5,834000,2,62
1,495000,2,48
3,295000,1,37.06
1,495000,2,48
4,375000,1,30
6,449000,2,33
3,599000,3,47
0,470000,2,52
6,449000,2,32.48
3,470000,2,38
3,849000,3,62
1,485000,2,48.13
6,449000,2,32.48
4,669000,3,62.36
2,285000,1,15.33
5,570000,2,52.2
2,484900,2,44.9
2,488000,2,36
1,495000,2,48
1,410000,1,37
0,480000,3,60
3,850000,3,62
4,290000,2,47
5,960000,2,57.12
1,484900,2,45
4,559000,2,47.3
5,940000,2,57.12
4,755000,2,57
3,673000,2,45.85
0,500000,2,40
2,525000,2,50
0,500000,2,40
4,575000,2,49.68
3,670000,2,45
3,670000,2,45.85
3,374990,1,32.51
0,499000,2,51
0,429000,2,48
0,498000,2,40
0,500000,2,40
3,590000,2,38.34
3,670000,2,45.85
1,509000,2,36
3,455000,2,37.76
1,375000,2,47.25
3,500000,2,50
1,389000,2,50
3,670000,2,45.85
7,480000,2,50.5
2,279000,2,36.46
2,535000,2,53.7
5,690000,2,36
3,590000,2,51.5
4,680000,2,53
4,277000,2,49
0,439000,3,37.51
9,650000,3,47
2,860000,2,54
1,619000,1,31.4
2,699000,4,56.2
2,210000,1,18.3
3,790000,2,51.5
6,380000,1,33.2
2,669000,2,45
1,525000,2,50
5,615000,2,50.35
3,440000,3,56
3,590000,2,51.5
3,670000,2,45.85
7,670000,4,93.4
4,437000,1,38.7
0,429000,2,48.32
1,489000,2,50
1,300000,2,38.9
3,670000,2,46
2,480000,2,52.4
0,429000,2,48.32
0,490000,2,51.35
0,498000,2,40
3,670000,2,45.85
2,525000,2,50
1,455000,1,36
2,520000,2,38
4,1015200,3,75.2
3,670000,2,45.85
4,350000,1,21
3,411000,2,36.52
0,320000,1,23.41
2,1069000,2,52
3,647000,3,50.5
0,499000,2,51
3,388000,1,28.21
0,429000,2,48
1,1220000,3,77
2,900000,2,56
3,540000,2,47
1,770000,2,37.66
0,529000,3,44
1,799000,3,73
2,385000,2,38.5
3,572000,2,49.7
4,496000,2,44.5
1,525000,2,50
5,680000,3,86
7,740000,2,50
2,480000,2,53.38
1,482000,1,38.2
2,538000,3,54.31
2,389000,2,52.3
1,405000,1,36
0,630000,2,49.1
1,400000,1,36
2,293000,1,20.1
0,480000,3,44
2,660000,2,50.8
3,685000,2,45.85
3,760000,3,60
3,390000,2,49
1,520000,2,50.25
0,529000,3,44
0,776000,3,70.5
5,635000,2,40
3,520000,2,48.5
4,668000,3,60.54
4,550000,2,38
3,686000,2,45.85
5,595000,1,29.9
3,465000,2,37
1,519900,3,46
3,570000,3,69.23
4,330000,2,51.1
3,950000,3,72
4,319000,1,23
2,380000,1,30
0,534900,3,60.99
4,350000,2,37
3,585000,2,53.95
1,585000,3,54
4,498000,1,33.48
5,415000,2,39
1,415000,2,52.4
3,590000,2,52
0,249000,1,26
1,555000,3,57
3,499000,2,45
4,389000,1,30
4,520000,5,88
2,475000,2,41
1,449800,1,38
2,265000,2,32
3,475000,2,53.9
1,779000,4,65
4,469000,4,55
0,380000,2,39.15
1,449800,1,38
3,814000,2,40.91
0,850000,3,91.3
1,385000,1,35
0,409990,2,29
0,510000,2,51.16
4,385000,1,29.85
3,388000,2,52
2,307000,2,36.6
1,484000,2,45
1,425000,2,38
2,490000,2,46
4,820000,3,63.57
7,358900,2,47.4
2,345000,2,37.2
3,569000,2,48.69
0,355000,2,46.6
2,1173000,3,57.6
0,415000,2,47
2,265000,2,44
7,349000,3,47.5
0,255000,1,20
0,283000,1,39
0,790000,4,80.4
0,325000,1,22.9
0,480000,2,50
2,471900,2,36.3
2,585000,2,52.64
4,449990,1,34.61
3,440000,3,56
0,325000,2,43.8
4,263900,1,24
2,470000,2,51
0,480000,3,53
2,530000,2,38
1,507000,2,39
1,1322400,2,58
1,485000,1,27.9
3,375000,2,51.49
3,1564000,5,136
2,319000,2,50
6,870000,2,47
3,525000,2,49.4
2,410000,2,48
0,323750,1,25.9
4,498000,1,33.48
2,405000,2,36.4
0,320000,1,26
0,409000,3,51.49
3,499000,3,55
1,479000,2,55.5
4,420000,2,52
7,670000,2,37.5
3,400000,2,53
1,419000,2,37.86
2,265000,2,32
3,610000,3,63.7
3,519000,2,53.6
1,550000,2,271
2,638000,2,55
2,519000,3,59.1
2,325000,1,30
2,440000,1,38
4,439000,2,53
0,445000,2,52
0,890000,3,150
3,415000,2,40
0,575000,3,80
4,356000,2,38
0,409000,3,51.49
9,235000,1,25
3,594000,2,65
0,1680000,5,140
4,635000,2,46
4,445000,2,34.5
7,670000,2,37.5
0,380000,2,39.15
3,444000,3,63.8
2,580000,3,83.3
2,890000,2,54.99
4,365000,2,54
0,499000,2,51.35
2,299000,2,54
1,934000,3,55.1
0,445000,2,42.3
2,309000,2,33.6
1,749000,3,70
2,349000,2,52
4,549000,3,59.16
7,800000,2,64
4,345000,3,65
0,220000,1,19
2,400000,2,37
0,355000,2,46.6
1,450000,1,29.68
3,514000,2,49
0,595000,3,69.16
5,370000,2,44
4,395000,1,29.85
3,580000,2,46.4
0,240000,1,23.7
1,409000,2,54.63
0,465000,3,52
3,398000,2,52
4,335000,1,29.45
1,570000,2,44
4,349000,2,46.37
3,415000,2,40
3,536000,2,39.5
1,499000,2,39
1,482000,1,38.2
3,549000,3,56.1
1,1600000,5,124
3,420000,2,46.08
2,497500,1,23.7
4,289990,2,37
2,285000,2,54
2,640000,4,55.8
1,720000,2,57
2,520000,3,46
3,499900,3,50
1,550000,2,48
2,550000,2,38
0,279000,2,43
1,479700,2,46
3,248000,1,35
2,408000,2,43
0,375000,2,39.15
1,390000,2,36
1,619000,4,88
2,599000,3,55.53
0,690000,3,47
2,565000,2,56.19
0,445000,2,42.3
0,360000,2,43.5
3,445000,3,56
3,499000,3,55
1,1050000,5,147
0,339999,2,36.44
3,560000,3,53
0,632500,2,50
4,409000,2,44
0,650000,2,37
4,465000,2,37.4
0,295000,2,35
1,640000,2,40
1,388000,2,50
7,550000,2,45
1,482000,1,38.2
6,880000,2,47
3,536000,2,39.5
4,575000,3,51.26
0,410000,2,34
6,645000,2,40.59
4,639000,4,66.46
0,499000,2,52
2,529000,2,55
0,315000,1,26
1,489000,2,47
1,599000,3,64
1,305001,2,44
2,460000,2,50
1,459000,3,48
9,339000,2,36
2,484000,1,27.9
1,448999,4,90
2,535000,4,88.95
3,379000,3,67
1,920000,3,100
2,740000,3,76.79
4,420000,3,58
2,305000,1,27.04
9,1100000,3,70
1,388000,1,38.2
2,990000,4,83.28
4,385000,1,30
3,536000,2,39
1,315000,1,26.02
2,519000,3,50.76
1,507000,2,39
1,575000,2,42
0,355000,2,47
3,430000,3,47.68
3,519000,2,54
0,349000,1,32.14
0,535000,3,60.2
4,335000,2,46
1,750000,3,53
1,450000,1,38
2,305000,1,21
2,475000,2,49.5
2,419000,2,38
1,480000,2,37
3,570000,3,49
2,545000,3,62.5
2,369000,1,30
1,290000,1,25.77
2,255000,2,35.9
9,294000,1,24
0,286000,1,19.5
6,680000,3,56.2
3,252000,1,18
3,480000,3,50.1
4,375000,1,30
0,795000,3,58.7
0,409990,2,29
4,335000,3,46
6,460000,2,37.9
1,530000,2,53.43
1,430000,2,38
3,589000,3,46.2
0,479000,2,43
1,255000,1,21
1,270000,1,32
1,859000,4,68
3,520000,3,50
0,370000,2,39.15
2,1150000,3,58
2,680000,3,51.8
4,315400,2,38
0,249000,1,26
3,449000,1,43
0,320000,1,26
0,285000,2,42
0,290000,2,39
5,868000,4,62
9,339000,2,33
2,350000,2,46.5
2,580000,2,50
2,498000,2,36
2,285000,2,54
1,390000,2,50
0,512000,3,65
2,579000,3,55.53
7,808900,3,58
4,375000,1,30
2,575000,3,50.72
0,286000,1,19.5
3,499900,3,50
2,350000,2,47
3,499900,3,50
0,480000,2,49.1
5,715000,3,75.8
1,520000,2,51
5,474000,3,48.2
0,430000,1,37
0,250000,1,25
4,550000,3,48.5
3,495000,3,50
2,440000,1,37.47
1,379000,2,47.13
1,507000,2,39
4,595000,3,51.26
2,590000,2,52.83
1,671000,3,56
4,429000,2,51.9
0,439000,3,64
4,520000,2,50.3
2,319000,2,43.39
0,345000,2,55.9
3,519000,2,54
3,459000,1,39.45
3,594000,2,65
6,348000,1,27.2
0,239000,1,25
0,510000,3,59
2,485000,1,27.9
7,359000,2,47.4
1,570000,2,43.74
4,309000,3,50.1
3,470000,2,35
3,536000,2,39.5
1,299000,2,35.77
4,355000,1,36.66
2,345000,2,51.09
0,359000,2,54.3
1,359923,3,68.16
4,498000,3,59.8
7,354900,2,47.4
1,400000,2,54.5
3,740000,3,61
0,750000,2,53.6
2,530000,2,54.2
4,305000,1,38
2,779000,2,57
0,580000,2,45
0,215000,1,11.74
2,530000,2,54
2,530000,2,54.2
3,959000,3,59
2,530000,2,54.2
3,299500,1,24
0,320000,1,23
0,760000,4,68
3,633000,3,47
5,715000,3,76
1,365500,2,24
4,699000,3,51
4,699000,3,51
0,723000,3,53.5
3,960000,3,59
0,559900,2,46
1,342000,1,25
1,460000,2,52
0,599000,2,47
0,460000,2,36.9
0,789000,3,61
4,699000,3,51
7,450000,2,40
0,795000,3,65
0,760000,4,68
3,1065000,3,54.89
4,699000,3,51
0,760000,4,68
3,366000,2,52
0,480000,2,49.1
4,354123,3,48.51
1,435000,3,56.4
0,295000,2,35.81
3,398000,2,52
1,320000,1,18
4,750000,2,50
2,570000,2,37.6
3,485000,2,37.03
4,329000,1,23
3,750000,4,64
3,509000,3,47
3,450000,2,55
2,699999,2,46.6
0,625000,2,50.1
0,480000,2,49
1,730000,3,61
2,699000,2,46.59
4,450000,2,46.27
4,513000,3,47
1,359000,1,26
0,499000,2,48.7
2,699999,2,46.6
3,480000,2,37.03
0,750000,2,57.23
3,542000,2,34
6,415000,2,37.5
0,323750,2,25.9
0,375000,2,41.95
5,650000,3,54.21
1,399000,2,37.9
2,398000,2,33.87
4,450000,2,46.27
4,589000,3,57.45
3,299000,2,36.1
4,460000,2,34.71
2,699900,2,46.6
4,750000,2,50
3,875000,3,49
2,489000,2,38
9,290000,1,24
3,309990,1,26
0,295000,2,35.81
0,324000,1,25.9
4,450000,2,46.27
3,875000,3,49
2,444000,2,37.2
0,779000,2,57.39
3,480000,2,37
0,323750,1,25.9
0,499000,2,42.13
4,450000,2,46.27
3,520000,3,45.83
4,499999,2,48.15
3,309990,10,26
4,405000,2,50.5
1,420000,1,29
4,499999,2,48.25
2,699999,2,44
0,749000,2,57.39
4,429000,2,37
3,480000,2,37
3,480000,2,37
2,490000,1,28
0,375000,2,41
9,465000,3,46
3,450000,2,55
3,515000,3,48.65
0,323750,1,25.9
9,519000,2,35.5
2,450000,1,42
3,570000,2,46.94
5,619000,3,48.5
0,690000,2,56
0,466000,3,48.8
4,485000,3,47
4,539000,2,39
3,869000,3,52.12
7,849000,4,66
0,690000,2,56
0,359000,1,27
4,276000,2,37
1,520000,3,47.66
2,630000,2,47.6
3,497000,3,51.46
3,560000,3,58
9,519000,2,35.5
7,549000,3,55.3
5,650000,3,48.5
7,849000,4,65.7
0,690000,2,56
5,349000,2,48
0,499000,2,46
5,695000,3,64.2
7,415000,2,38.9
4,480000,2,37.5
4,480000,2,38.5
0,680000,2,56.09
0,319000,1,26
1,530000,2,42.13
0,690000,2,56
2,345950,2,37
4,330000,2,41
5,629000,3,49
2,415000,2,34.25
2,415000,2,38
5,349000,2,48
5,449000,2,33
1,368000,1,23.34
3,869000,3,52.12
7,849000,4,65.7
1,470000,3,44
9,519000,2,35.5
2,345950,2,37
1,632100,2,48.16
1,409000,2,38
4,549000,2,41
4,365000,2,49
2,630000,2,47.6
2,345950,2,37
5,450000,2,33
2,599000,2,41
7,888000,4,66
0,454000,3,47.3
4,299000,2,39.25
1,660000,2,45.2
7,848700,4,66
3,495000,3,50
0,550000,3,54
1,285000,2,36
1,450000,3,61.5
1,507000,2,39
3,699000,2,54
3,485000,2,38
1,1220000,3,76.5
1,545000,3,48.2
4,339000,1,26
3,400000,2,38
4,302000,1,29.39
4,359000,2,49
2,320000,1,25.4
7,465000,2,38.4
0,469000,2,38.1
1,544700,3,49
2,475000,2,53.05
2,350000,1,24
3,485000,2,38
1,520000,2,42.5
3,260000,1,26
1,545000,3,49
2,432000,1,37.5
4,520000,2,50.3
3,545000,1,48.2
1,520000,2,42.5
4,479000,2,38
5,780000,3,54.5
1,545000,3,48.2
0,590000,4,59.3
1,520000,2,42
2,478700,2,37
3,485000,2,38
5,400000,3,52.7
3,465000,2,38
2,435000,1,37.5
4,520000,2,50.3
1,539000,3,51.46
0,425000,2,38
1,399000,2,38
0,620000,4,59
3,369000,2,37.17
1,489000,3,58.08
3,649000,3,75
2,915000,4,96.4
5,699000,3,49
1,545000,3,48.2
0,499000,2,36.4
4,545000,2,53.35
2,448888,2,39.7
2,340000,1,26
3,495000,3,50
0,399000,2,36.5
3,495000,3,48.54
1,1220000,3,76.5
